@relation 'malicious_01-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,17-weka.filters.unsupervised.attribute.NominalToBinary-R17-weka.filters.unsupervised.attribute.NumericToBinary-R17-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,17'

@attribute X_1 numeric
@attribute X_2 numeric
@attribute X_3 numeric
@attribute X_4 numeric
@attribute X_5 numeric
@attribute X_6 numeric
@attribute X_7 numeric
@attribute X_8 numeric
@attribute X_9 numeric
@attribute X_10 numeric
@attribute X_11 numeric
@attribute X_12 numeric
@attribute X_13 numeric
@attribute X_14 numeric
@attribute X_15 numeric
@attribute MALICIOUS_OFFENSE_binarized {0,1}

@data
0,33,32,2,1,5,6,0,5,1,174,0,112,93,43,0
0,4,4,6,5,1,0,1,6,2,200,1,72,93,34,1
1,36,34,2,1,15,10,0,5,2,127,0,18,93,46,0
0,47,48,7,3,6,4,0,5,1,74,0,113,29,0,0
0,24,24,0,0,7,1,0,5,1,325,0,42,93,34,0
0,19,19,1,3,7,1,2,6,2,249,2,112,29,34,0
0,36,34,2,1,1,0,1,5,1,316,1,92,87,34,0
1,38,38,10,3,12,16,1,6,3,174,2,72,29,24,1
0,24,24,0,0,5,6,2,3,2,316,2,103,29,34,0
1,49,49,6,5,15,10,0,5,2,249,2,103,29,34,0
1,36,34,2,1,15,10,1,5,1,249,1,92,29,34,0
7,22,22,7,3,9,8,0,5,1,174,0,112,93,23,0
7,21,23,4,1,9,8,0,5,1,174,0,112,62,34,0
7,8,7,7,3,9,8,2,6,1,0,1,112,93,34,0
0,4,4,6,5,3,5,1,1,1,316,1,98,62,34,0
0,4,4,6,5,2,7,1,6,2,249,2,112,29,34,0
0,4,4,6,5,5,6,3,2,3,303,3,72,62,34,0
0,4,4,6,5,6,4,1,6,1,249,1,98,29,34,0
0,38,38,10,3,7,1,1,6,1,316,1,112,29,34,0
0,21,23,4,1,2,7,1,6,1,174,1,103,93,34,0
0,36,34,2,1,1,0,0,5,1,174,0,103,93,43,0
0,21,23,4,1,2,7,2,6,1,249,1,116,103,34,0
0,28,28,3,5,6,4,0,5,1,328,1,103,93,34,0
0,36,34,2,1,1,0,1,2,1,0,1,92,87,34,0
0,4,4,6,5,6,4,1,6,2,249,2,72,62,34,0
1,22,22,7,3,15,10,1,6,1,316,1,109,29,34,0
0,37,37,0,0,6,4,1,6,2,316,2,103,29,34,0
1,47,48,7,3,18,13,1,6,2,316,2,72,29,34,0
0,18,18,9,0,6,4,0,5,1,174,0,112,29,23,0
0,36,34,2,1,5,6,1,5,1,316,1,92,29,34,0
1,16,15,0,0,16,12,2,2,1,316,1,98,142,34,0
0,16,15,0,0,4,2,1,6,1,316,1,103,29,34,0
0,39,39,6,5,2,7,0,5,1,174,0,18,29,43,0
0,37,37,0,0,2,7,3,6,1,316,1,72,142,34,0
0,33,32,2,1,8,3,0,5,1,249,1,112,14,34,0
0,3,2,3,5,1,0,0,5,1,249,1,103,93,34,0
0,33,32,2,1,6,4,0,5,1,174,0,116,80,0,0
0,49,49,6,5,5,6,1,6,1,249,1,103,93,34,0
0,24,24,0,0,6,4,2,5,1,249,1,103,29,34,0
1,22,22,7,3,15,10,0,5,1,174,0,92,29,48,0
0,5,5,3,5,3,5,2,6,1,0,1,72,29,34,0
0,38,38,10,3,8,3,10,6,2,0,2,109,142,34,0
0,4,4,6,5,4,2,0,5,1,249,1,18,93,34,0
0,4,4,6,5,4,2,0,5,1,249,1,24,93,34,0
0,45,45,10,3,3,5,0,5,1,249,1,103,29,34,0
0,33,32,2,1,5,6,0,5,1,303,1,72,93,34,0
0,52,52,3,5,8,3,0,5,1,174,0,18,124,46,0
0,24,24,0,0,8,3,0,5,1,74,0,103,0,34,0
1,36,34,2,1,15,10,0,5,1,174,0,92,93,43,0
0,24,24,0,0,6,4,3,2,1,174,1,103,142,34,0
0,33,32,2,1,6,4,1,6,1,0,1,103,80,34,0
1,19,19,1,3,16,12,1,2,1,316,1,112,29,34,0
0,36,34,2,1,7,1,0,5,1,316,1,92,53,34,0
0,38,38,10,3,7,1,3,6,3,263,3,98,29,34,1
0,21,23,4,1,4,2,3,6,1,249,2,112,142,34,0
7,24,24,0,0,9,8,0,5,1,174,0,112,29,0,0
0,21,23,4,1,2,7,1,6,1,249,1,72,29,34,0
0,21,23,4,1,5,6,2,6,1,218,0,72,130,48,0
0,36,34,2,1,1,0,1,6,1,0,1,92,29,34,0
0,36,34,2,1,1,0,1,6,1,174,0,103,93,43,0
0,4,4,6,5,4,2,2,6,1,316,1,116,130,34,0
0,29,29,9,0,3,5,1,6,1,174,1,103,62,34,0
0,51,50,7,3,8,3,1,6,1,316,1,84,142,34,0
0,51,50,7,3,8,3,0,5,1,218,0,72,142,48,0
6,25,25,9,0,9,8,1,0,1,249,1,34,80,34,0
0,5,5,3,5,5,6,0,5,1,174,0,18,93,46,0
0,24,24,0,0,5,6,1,6,1,249,1,109,6,34,0
0,37,37,0,0,8,3,0,5,1,174,0,103,136,34,0
0,3,2,3,5,4,2,0,5,1,249,1,113,130,34,0
0,24,24,0,0,4,2,1,6,1,249,1,89,29,34,0
1,18,18,9,0,18,13,1,6,1,249,1,103,53,34,0
0,37,37,0,0,8,3,1,6,4,249,4,72,29,34,0
0,33,32,2,1,7,1,0,5,1,174,0,116,62,0,0
0,24,24,0,0,6,4,1,6,1,249,1,98,29,34,0
5,19,19,1,3,18,13,0,5,1,249,1,109,29,34,0
0,49,49,6,5,6,4,1,6,1,316,1,12,62,34,0
0,16,15,0,0,1,0,2,6,1,0,1,72,62,34,0
0,33,32,2,1,7,1,1,6,1,249,1,103,93,34,0
0,16,15,0,0,1,0,0,5,1,174,1,98,29,34,0
3,18,18,9,0,9,8,0,5,1,174,0,112,29,23,0
1,1,0,1,3,12,16,1,6,1,0,1,103,29,34,0
0,49,49,6,5,5,6,1,2,3,21,3,103,142,34,1
0,37,37,0,0,4,2,2,6,1,249,0,92,29,34,0
0,24,24,0,0,5,6,0,5,1,174,0,92,93,46,0
0,36,34,2,1,1,0,0,5,1,174,0,103,80,43,0
0,39,39,6,5,7,1,0,5,1,174,1,103,29,34,0
0,36,34,2,1,1,0,2,2,1,0,1,92,130,34,0
0,25,25,9,0,5,6,0,6,1,249,1,92,142,34,0
0,36,34,2,1,1,0,1,5,1,174,1,92,62,34,0
0,40,40,2,1,1,0,1,6,1,249,1,92,29,34,0
7,24,24,0,0,9,8,1,6,1,0,1,112,119,34,0
0,39,39,6,5,2,7,2,6,2,249,2,103,130,34,0
0,4,4,6,5,5,6,0,5,1,249,1,103,130,34,0
0,45,45,10,3,1,0,1,2,1,316,1,92,62,34,0
0,24,24,0,0,2,7,1,2,1,249,1,92,29,34,0
0,3,2,3,5,1,0,1,6,1,249,1,103,93,34,0
0,33,32,2,1,6,4,0,5,1,174,0,92,133,43,0
0,49,49,6,5,7,1,1,6,2,249,2,103,80,34,0
0,33,32,2,1,5,6,1,6,1,316,1,72,29,34,0
0,33,32,2,1,7,1,0,5,1,174,0,98,29,43,0
0,25,25,9,0,6,4,0,5,1,174,0,112,29,48,0
0,4,4,6,5,1,0,2,6,2,0,2,72,107,34,0
0,33,32,2,1,6,4,0,5,1,174,0,112,29,43,0
0,4,4,6,5,7,1,1,6,1,249,1,34,130,34,0
0,36,34,2,1,7,1,0,5,1,174,1,92,130,9,1
0,36,34,2,1,1,0,1,5,1,174,0,92,93,43,0
0,9,10,7,3,6,4,2,2,1,303,1,72,142,34,0
0,24,24,0,0,2,7,4,2,1,316,1,72,142,34,0
0,21,23,4,1,2,7,0,5,1,249,1,92,62,34,0
0,33,32,2,1,6,4,0,5,1,174,0,18,93,46,0
0,36,34,2,1,1,0,2,6,1,249,1,92,80,34,0
0,33,32,2,1,8,3,1,6,1,249,1,34,130,34,0
0,4,4,6,5,1,0,1,6,1,316,1,98,80,34,0
0,22,22,7,3,2,7,4,6,1,316,1,72,29,34,0
0,40,40,2,1,5,6,1,3,1,249,1,18,93,34,0
0,38,38,10,3,7,1,1,6,1,316,1,103,62,34,0
0,33,32,2,1,6,4,1,6,1,249,1,103,80,34,0
0,36,34,2,1,5,6,2,3,2,316,2,92,93,34,0
7,4,4,6,5,9,8,1,5,1,249,1,112,29,34,0
1,36,34,2,1,15,10,0,5,1,174,1,92,29,34,0
0,49,49,6,5,7,1,0,5,1,249,1,103,29,34,0
0,24,24,0,0,7,1,0,5,1,277,1,103,29,34,0
1,2,3,10,3,16,12,4,6,1,316,1,87,29,34,0
0,6,6,4,1,5,6,0,5,1,174,0,72,93,23,0
0,40,40,2,1,1,0,1,2,1,316,1,72,142,34,0
0,33,32,2,1,5,6,0,5,1,174,0,59,130,48,0
0,21,23,4,1,6,4,1,5,1,249,1,72,29,34,0
0,4,4,6,5,2,7,1,2,1,316,1,72,142,34,0
1,36,34,2,1,15,10,0,5,1,174,0,92,29,43,0
0,2,3,10,3,6,4,1,2,1,316,1,92,107,34,0
0,45,45,10,3,4,2,1,6,1,316,1,84,29,34,0
0,47,48,7,3,4,2,1,5,4,137,0,103,142,34,1
0,17,16,0,0,5,6,2,6,1,316,1,113,80,34,0
0,25,25,9,0,3,5,2,5,2,316,2,59,29,34,0
1,37,37,0,0,11,17,0,5,1,74,1,103,115,34,0
0,4,4,6,5,4,2,2,6,1,0,1,72,29,34,0
0,33,32,2,1,8,3,1,6,1,316,1,92,29,34,0
0,36,34,2,1,1,0,0,5,1,174,0,92,93,48,0
1,36,34,2,1,15,10,0,5,1,249,1,92,130,34,0
0,36,34,2,1,1,0,0,5,2,174,1,92,93,39,1
0,47,48,7,3,5,6,4,2,1,0,1,72,130,34,0
0,36,34,2,1,1,0,1,2,1,316,1,92,140,34,0
0,49,49,6,5,5,6,0,5,1,174,0,98,133,0,0
0,49,49,6,5,2,7,2,5,1,249,1,92,107,34,0
1,36,34,2,1,15,10,0,5,2,174,0,18,133,46,0
0,36,34,2,1,1,0,0,5,1,316,1,92,93,34,0
0,45,45,10,3,4,2,1,5,1,174,1,72,29,34,0
0,4,4,6,5,2,7,1,6,1,316,1,114,29,34,0
0,6,6,4,1,7,1,0,5,1,174,1,24,93,34,0
0,24,24,0,0,6,4,1,6,1,249,1,103,29,34,0
0,33,32,2,1,6,4,0,5,1,249,1,103,93,34,0
0,4,4,6,5,4,2,1,6,2,316,2,72,80,34,0
0,23,21,4,1,5,6,1,6,1,249,1,103,29,34,0
1,22,22,7,3,15,10,10,2,1,316,1,112,142,34,0
0,36,34,2,1,1,0,0,5,1,174,0,103,119,43,0
0,4,4,6,5,5,6,0,5,3,127,3,103,29,34,0
1,16,15,0,0,15,10,1,2,1,249,1,59,142,34,0
1,2,3,10,3,11,17,0,5,1,249,1,92,29,34,0
0,45,45,10,3,1,0,1,6,1,174,1,103,119,34,0
0,4,4,6,5,1,0,1,6,1,0,1,72,29,34,0
0,40,40,2,1,1,0,0,5,1,0,1,72,29,34,0
0,45,45,10,3,4,2,0,5,6,71,6,72,29,34,1
0,30,35,7,3,5,6,1,2,8,21,4,72,142,24,1
1,9,10,7,3,15,10,1,6,2,0,2,72,29,34,0
0,20,20,10,3,3,5,5,6,1,316,1,72,62,34,0
1,25,25,9,0,16,12,1,6,1,174,1,112,93,34,0
0,18,18,9,0,6,4,1,6,1,249,1,112,29,34,0
7,24,24,0,0,9,8,0,5,1,174,0,98,107,23,0
0,37,37,0,0,7,1,1,6,1,174,1,109,29,34,0
0,24,24,0,0,7,1,0,5,1,231,1,103,142,34,0
7,51,50,7,3,9,8,0,5,1,328,1,98,53,34,0
0,37,37,0,0,2,7,0,5,1,303,1,72,62,34,0
0,21,23,4,1,2,7,2,2,1,249,1,103,142,34,0
0,24,24,0,0,4,2,0,5,1,174,1,103,107,34,0
5,46,46,3,5,13,18,1,6,1,218,0,72,25,48,0
7,4,4,6,5,9,8,0,5,1,174,0,110,130,23,0
0,21,23,4,1,5,6,1,6,1,316,1,112,29,34,0
0,36,34,2,1,8,3,1,5,1,174,0,92,93,43,0
0,30,35,7,3,5,6,1,6,1,316,1,84,29,34,0
0,4,4,6,5,7,1,0,5,1,174,1,103,80,34,0
0,3,2,3,5,1,0,3,3,1,0,1,92,142,34,0
7,23,21,4,1,9,8,0,5,1,174,1,112,29,34,0
0,46,46,3,5,4,2,0,5,1,174,0,103,103,34,0
7,37,37,0,0,9,8,1,6,1,249,1,103,29,34,0
0,3,2,3,5,1,0,1,6,1,249,1,2,115,34,0
0,51,50,7,3,5,6,1,2,1,102,0,92,62,0,0
0,29,29,9,0,3,5,0,5,1,174,1,98,93,34,0
0,19,19,1,3,7,1,1,6,1,127,1,1,56,34,0
0,4,4,6,5,5,6,1,6,1,0,1,12,29,34,0
0,33,32,2,1,7,1,0,5,1,174,0,59,93,23,0
0,37,37,0,0,2,7,0,5,1,249,1,24,93,34,0
0,24,24,0,0,4,2,0,5,1,249,1,109,14,34,0
7,41,41,4,1,9,8,5,6,2,249,2,72,103,34,0
0,37,37,0,0,8,3,3,6,1,316,1,112,29,34,0
0,36,34,2,1,1,0,0,5,1,174,0,18,93,46,0
0,39,39,6,5,8,3,0,5,2,174,2,103,6,34,0
0,40,40,2,1,1,0,1,5,1,249,1,92,142,34,0
0,2,3,10,3,8,3,1,6,1,316,0,84,142,34,0
0,39,39,6,5,2,7,1,6,1,316,1,72,93,34,0
0,3,2,3,5,1,0,2,5,1,249,1,103,29,34,0
0,39,39,6,5,8,3,0,5,1,174,0,18,53,46,0
0,49,49,6,5,5,6,0,5,1,328,1,98,142,34,0
0,6,6,4,1,4,2,1,6,1,249,1,59,62,34,0
1,36,34,2,1,15,10,1,2,1,316,1,92,62,34,0
0,37,37,0,0,7,1,1,6,1,249,1,42,87,34,0
0,21,23,4,1,2,7,2,6,2,249,2,54,14,34,0
0,45,45,10,3,9,8,1,6,1,0,1,72,62,34,0
0,5,5,3,5,6,4,3,5,1,0,1,67,62,34,0
0,45,45,10,3,9,8,1,5,1,174,?,109,62,0,0
0,24,24,0,0,7,1,1,6,1,325,1,103,142,34,0
1,22,22,7,3,15,10,0,5,1,174,1,103,29,34,0
0,33,32,2,1,6,4,0,5,1,174,0,103,29,43,0
0,37,37,0,0,2,7,1,6,1,249,0,103,29,34,0
1,45,45,10,3,15,10,1,6,1,249,1,92,29,34,0
0,16,15,0,0,7,1,0,5,1,174,1,103,29,34,0
0,24,24,0,0,4,2,1,6,1,0,0,72,29,34,0
0,39,39,6,5,6,4,2,6,1,174,0,103,107,34,0
0,33,32,2,1,6,4,0,5,1,174,0,92,93,50,0
0,4,4,6,5,1,0,0,5,1,174,1,72,93,34,0
0,45,45,10,3,1,0,2,6,1,316,1,98,62,34,0
0,16,15,0,0,4,2,1,6,1,316,1,103,29,34,0
1,4,4,6,5,15,10,0,5,1,249,1,92,29,34,0
0,4,4,6,5,6,4,1,6,2,249,2,72,119,34,0
0,35,30,3,5,4,2,3,6,1,0,1,98,0,34,0
0,36,34,2,1,1,0,0,5,1,174,0,103,93,43,0
0,18,18,9,0,6,4,0,5,1,174,1,103,80,34,0
0,6,6,4,1,5,6,1,5,1,174,1,110,62,34,0
0,33,32,2,1,7,1,2,6,1,249,1,112,93,34,0
0,33,32,2,1,6,4,0,5,1,174,0,92,77,43,0
0,33,32,2,1,7,1,0,5,1,174,0,18,53,46,0
0,33,32,2,1,6,4,0,5,1,174,0,112,93,43,0
0,44,44,1,3,9,8,1,6,1,218,0,109,142,48,0
0,46,46,3,5,6,4,1,6,1,174,1,103,80,34,0
5,36,34,2,1,13,18,1,6,2,0,1,92,29,34,0
0,4,4,6,5,4,2,1,6,1,249,1,72,29,34,0
0,32,31,4,1,8,3,0,5,1,174,0,112,115,23,0
0,9,10,7,3,6,4,2,2,1,0,1,92,107,34,0
0,3,2,3,5,5,6,0,5,1,174,1,103,119,34,0
0,24,24,0,0,5,6,0,5,1,174,0,103,29,50,0
0,16,15,0,0,1,0,0,5,1,249,1,103,138,34,0
1,36,34,2,1,15,10,0,2,1,316,1,92,142,34,0
0,49,49,6,5,2,7,6,3,2,249,2,12,62,34,0
1,4,4,6,5,15,10,0,5,1,174,0,54,93,23,0
0,21,23,4,1,2,7,1,2,1,249,1,103,142,34,0
0,24,24,0,0,5,6,0,5,1,249,1,24,107,34,0
0,30,35,7,3,8,3,1,6,1,249,1,42,29,34,0
0,25,25,9,0,7,1,1,5,1,174,0,103,93,43,0
0,5,5,3,5,2,7,1,5,1,0,1,72,80,34,0
1,36,34,2,1,15,10,1,5,1,290,0,103,53,43,0
1,24,24,0,0,15,10,2,6,1,249,1,103,29,34,0
0,4,4,6,5,4,2,2,2,1,174,1,72,80,34,0
0,36,34,2,1,1,0,0,5,1,174,0,92,130,43,0
0,4,4,6,5,3,5,3,6,2,0,2,12,29,34,0
0,26,27,9,0,4,2,3,2,1,316,1,103,142,34,0
0,4,4,6,5,4,2,1,6,1,316,1,109,29,34,0
0,45,45,10,3,5,6,1,6,1,0,1,92,29,34,0
0,49,49,6,5,8,3,1,6,2,179,1,34,14,9,1
0,47,48,7,3,4,2,0,5,1,174,0,24,24,0,0
0,26,27,9,0,3,5,0,5,1,174,0,97,119,0,0
0,33,32,2,1,6,4,1,6,1,249,1,103,80,34,0
0,33,32,2,1,8,3,1,6,1,316,1,72,29,34,0
0,33,32,2,1,7,1,0,5,1,249,1,103,93,34,0
7,4,4,6,5,9,8,0,5,1,174,1,112,93,34,0
0,21,23,4,1,2,7,1,6,1,303,1,92,62,34,0
0,36,34,2,1,4,2,0,6,1,0,1,92,29,34,0
0,40,40,2,1,1,0,1,2,1,249,1,92,80,34,0
0,21,23,4,1,6,4,1,6,1,249,1,92,142,34,0
0,33,32,2,1,5,6,1,6,1,249,1,2,29,34,0
0,16,15,0,0,1,0,2,6,2,0,2,72,62,34,0
0,36,34,2,1,1,0,0,5,1,249,1,92,93,34,0
1,4,4,6,5,15,10,1,6,1,174,0,112,29,23,0
0,5,5,3,5,3,5,4,3,1,270,2,72,142,34,0
0,4,4,6,5,3,5,1,6,1,316,1,112,142,34,0
0,21,23,4,1,7,1,0,5,1,174,1,103,14,34,0
0,4,4,6,5,5,6,1,6,2,316,2,103,29,34,0
0,21,23,4,1,2,7,1,6,1,249,1,103,29,34,0
0,36,34,2,1,1,0,0,5,1,303,1,92,62,34,0
0,4,4,6,5,2,7,4,2,1,303,1,72,103,34,0
0,33,32,2,1,7,1,0,5,1,174,0,92,93,50,0
1,17,16,0,0,15,10,0,5,2,249,2,103,29,34,0
0,37,37,0,0,6,4,1,6,1,249,1,72,93,34,0
0,17,16,0,0,2,7,1,5,1,174,1,103,107,34,0
0,21,23,4,1,6,4,1,5,1,174,0,72,93,0,0
0,33,32,2,1,5,6,0,5,1,174,0,72,29,48,0
1,49,49,6,5,16,12,0,5,2,249,2,103,29,34,0
0,37,37,0,0,3,5,0,5,1,127,1,92,142,34,0
0,47,48,7,3,5,6,1,6,1,316,1,42,29,34,0
0,48,47,4,1,7,1,1,6,1,0,0,98,29,34,0
0,4,4,6,5,1,0,4,6,1,0,1,72,29,34,0
7,18,18,9,0,9,8,1,5,1,249,1,112,93,34,0
0,33,32,2,1,8,3,1,6,1,249,1,103,29,34,0
1,3,2,3,5,15,10,0,5,2,128,1,103,0,34,1
0,9,10,7,3,4,2,1,5,1,249,1,103,130,34,0
0,25,25,9,0,7,1,1,6,1,316,1,72,0,34,0
0,42,42,7,3,9,8,1,5,1,74,1,103,29,34,0
0,25,25,9,0,5,6,1,6,1,249,1,72,14,34,0
0,4,4,6,5,4,2,1,6,1,249,1,103,29,34,0
7,4,4,6,5,9,8,1,5,1,249,1,103,14,34,0
0,7,8,7,3,2,7,0,5,1,174,?,59,130,23,0
0,3,2,3,5,7,1,1,2,1,0,1,92,61,34,0
0,51,50,7,3,8,3,1,6,1,313,0,42,142,0,0
0,19,19,1,3,8,3,6,5,1,249,1,103,29,34,0
1,36,34,2,1,15,10,0,5,1,249,1,92,93,34,0
0,4,4,6,5,5,6,0,5,1,174,0,24,29,0,0
0,24,24,0,0,8,3,1,6,1,321,1,103,77,34,0
0,45,45,10,3,4,2,1,6,1,316,1,72,62,34,0
0,45,45,10,3,1,0,1,5,1,249,1,92,29,34,0
0,36,34,2,1,1,0,1,2,1,316,1,18,87,34,0
0,3,2,3,5,1,0,1,2,1,0,1,34,80,34,0
0,37,37,0,0,2,7,2,2,1,316,1,92,107,34,0
0,36,34,2,1,5,6,1,6,1,316,1,92,29,34,0
1,22,22,7,3,15,10,0,5,1,174,0,92,29,0,0
1,45,45,10,3,12,16,1,2,1,316,1,103,80,34,0
0,16,15,0,0,5,6,1,6,2,21,1,112,62,34,1
0,49,49,6,5,2,7,1,5,1,249,1,103,62,34,0
0,45,45,10,3,3,5,2,6,3,0,3,103,29,34,0
0,45,45,10,3,6,4,1,2,1,316,1,72,142,34,0
7,24,24,0,0,9,8,0,5,1,174,0,112,29,23,0
0,33,32,2,1,6,4,0,5,1,174,0,72,93,43,0
1,22,22,7,3,15,10,0,5,1,174,1,103,142,34,0
1,22,22,7,3,15,10,1,2,1,249,1,103,142,34,0
0,33,32,2,1,8,3,1,6,1,249,1,103,29,34,0
1,9,10,7,3,15,10,2,6,1,0,1,72,29,34,0
0,4,4,6,5,2,7,1,2,1,316,1,72,103,34,0
0,37,37,0,0,2,7,2,2,1,303,1,72,142,34,0
0,30,35,7,3,7,1,1,6,1,249,1,42,29,34,0
1,36,34,2,1,15,10,1,6,1,249,1,92,133,34,0
0,4,4,6,5,4,2,0,5,1,0,1,12,62,34,0
0,3,2,3,5,1,0,0,5,1,174,1,72,93,34,0
0,49,49,6,5,2,7,1,2,1,249,1,72,142,34,0
0,36,34,2,1,1,0,1,2,1,0,1,92,62,34,0
0,24,24,0,0,5,6,0,5,1,313,0,42,107,0,0
0,33,32,2,1,6,4,1,6,1,249,1,103,80,34,0
0,9,10,7,3,3,5,1,6,1,316,1,72,29,34,0
0,3,2,3,5,1,0,0,5,1,127,1,109,93,34,0
0,40,40,2,1,1,0,1,5,1,127,1,103,29,34,0
0,49,49,6,5,2,7,0,5,1,316,1,54,142,34,0
0,21,23,4,1,2,7,0,5,6,120,3,92,62,34,1
0,36,34,2,1,4,2,1,6,1,249,1,92,29,34,0
0,22,22,7,3,2,7,0,5,2,249,2,103,29,34,0
1,36,34,2,1,15,10,1,5,1,174,0,103,93,43,0
7,4,4,6,5,9,8,1,6,4,200,3,103,14,34,1
0,36,34,2,1,1,0,1,2,1,0,1,92,93,34,0
0,21,23,4,1,2,7,1,2,1,0,1,112,142,34,0
0,36,34,2,1,1,0,1,6,1,0,1,92,62,34,0
0,32,31,4,1,7,1,3,6,2,174,2,103,93,34,0
0,24,24,0,0,9,8,0,5,1,328,0,103,133,34,0
7,40,40,2,1,9,8,0,5,2,249,2,103,93,34,0
0,4,4,6,5,6,4,0,5,1,174,1,103,29,34,0
0,4,4,6,5,4,2,0,5,1,174,0,72,130,0,0
0,6,6,4,1,7,1,1,6,1,316,1,103,142,34,0
0,50,51,0,0,8,3,1,6,1,325,1,113,25,34,0
0,37,37,0,0,2,7,3,2,1,0,1,72,142,34,0
0,22,22,7,3,2,7,0,5,1,174,0,112,29,23,0
0,33,32,2,1,6,4,0,5,1,174,0,103,29,43,0
0,21,23,4,1,9,8,0,5,1,174,0,92,29,43,0
0,4,4,6,5,6,4,1,2,1,316,1,103,142,34,0
0,33,32,2,1,6,4,1,6,1,249,1,109,29,34,0
0,47,48,7,3,6,4,0,5,1,329,1,98,29,34,0
0,45,45,10,3,2,7,2,6,1,174,1,72,29,34,0
1,24,24,0,0,15,10,2,6,1,174,0,111,29,0,0
0,21,23,4,1,2,7,1,6,1,249,1,103,29,34,0
0,4,4,6,5,5,6,0,5,1,249,1,112,119,34,0
0,4,4,6,5,1,0,1,2,4,0,4,54,80,34,0
0,33,32,2,1,5,6,0,5,1,174,0,112,93,43,0
0,39,39,6,5,4,2,0,5,1,174,1,103,14,34,0
0,36,34,2,1,1,0,0,5,1,249,1,92,142,34,0
1,20,20,10,3,12,16,0,5,1,328,1,103,130,34,0
0,49,49,6,5,2,7,1,6,2,0,2,72,107,34,0
0,37,37,0,0,6,4,0,5,2,179,2,103,142,34,1
1,44,44,1,3,16,12,1,2,1,316,1,54,142,34,0
1,37,37,0,0,11,17,0,5,1,174,1,111,107,34,0
1,36,34,2,1,15,10,1,5,1,174,0,92,93,0,0
0,37,37,0,0,2,7,2,6,2,249,2,18,87,34,0
0,15,14,3,5,6,4,2,6,2,316,2,59,62,34,0
0,4,4,6,5,4,2,0,5,1,249,1,103,142,34,0
0,21,23,4,1,6,4,0,5,1,174,0,103,93,43,0
0,4,4,6,5,4,2,1,5,1,174,?,18,53,46,0
0,3,2,3,5,4,2,1,6,1,249,1,103,29,34,0
0,5,5,3,5,8,3,1,0,1,249,1,103,80,34,0
1,9,10,7,3,11,17,1,6,2,174,2,92,29,34,0
0,0,1,6,5,3,5,1,6,1,249,1,112,29,34,0
0,4,4,6,5,2,7,4,3,1,0,1,112,62,34,0
0,51,50,7,3,5,6,1,6,1,316,1,103,142,34,0
0,36,34,2,1,1,0,1,6,1,249,1,92,62,34,0
0,4,4,6,5,3,5,1,6,1,316,1,72,62,34,0
1,19,19,1,3,16,12,1,2,1,0,1,92,80,34,0
0,24,24,0,0,5,6,0,5,1,174,0,72,93,23,0
5,36,34,2,1,18,13,1,5,1,174,0,92,93,43,0
0,3,2,3,5,8,3,1,0,1,0,1,72,62,34,0
0,16,15,0,0,6,4,1,6,1,174,0,18,87,46,0
0,49,49,6,5,4,2,0,5,2,179,1,109,14,9,1
0,16,15,0,0,8,3,1,2,1,303,1,72,29,34,0
0,21,23,4,1,2,7,3,6,1,0,1,92,142,34,0
0,25,25,9,0,7,1,1,6,1,249,1,72,62,34,0
0,21,23,4,1,2,7,1,2,1,316,1,92,142,34,0
0,26,27,9,0,3,5,1,2,1,249,1,103,142,34,0
0,33,32,2,1,6,4,0,5,1,249,1,103,29,34,0
0,45,45,10,3,4,2,0,5,1,174,1,103,29,34,0
0,21,23,4,1,2,7,1,6,1,249,1,72,29,34,0
0,5,5,3,5,4,2,2,6,1,0,1,72,130,34,0
0,36,34,2,1,1,0,0,6,1,0,1,92,29,34,0
1,4,4,6,5,16,12,3,6,1,316,1,87,80,34,0
0,3,2,3,5,3,5,1,6,1,249,1,103,29,34,0
0,44,44,1,3,2,7,0,5,1,127,1,103,29,34,0
0,45,45,10,3,1,0,1,2,2,249,2,98,142,34,0
0,4,4,6,5,2,7,2,2,3,303,3,72,142,34,0
0,44,44,1,3,6,4,1,2,1,328,1,103,29,34,0
0,46,46,3,5,5,6,5,6,3,200,2,72,142,34,1
1,36,34,2,1,15,10,0,5,1,249,1,92,29,34,0
0,33,32,2,1,8,3,0,5,1,174,0,18,53,46,0
1,47,48,7,3,15,10,0,5,1,174,0,103,29,34,0
0,16,15,0,0,6,4,9,3,1,0,1,92,142,34,0
0,37,37,0,0,7,1,0,5,2,249,2,103,29,34,0
0,47,48,7,3,8,3,3,6,1,0,1,113,29,34,0
1,22,22,7,3,15,10,0,5,1,174,0,92,29,48,0
0,36,34,2,1,1,0,7,2,1,303,1,92,93,34,0
0,36,34,2,1,1,0,1,6,1,249,1,92,29,34,0
0,4,4,6,5,5,6,2,6,2,316,2,34,29,34,0
0,4,4,6,5,1,0,3,6,1,249,1,72,62,34,0
0,4,4,6,5,1,0,1,2,1,316,1,72,80,34,0
0,34,33,3,5,2,7,0,5,1,249,1,116,52,34,0
7,6,6,4,1,9,8,1,6,1,249,1,112,29,34,0
0,28,28,3,5,5,6,0,5,1,174,0,92,142,48,0
0,3,2,3,5,1,0,1,6,1,249,1,103,29,34,0
